name,description,photo_url,diseases,images
Églantier,"Plante médicinale riche en vitamine C utilisée pour soigner et prévenir les refroidissements, se présente en général sous forme de tisanes (infusion).
Plante utilisée également en poudre pour soigner l’arthrose.",https://creapharma.ch/wp-content/uploads/2015/04/cynorrhodon-plante_202_177.jpg,Arthrose ,
Harpagophytum (griffe du diable),"Plante médicinale anti-inflammatoire utilisée lors de rhumatismes comme l’arthrose, se présente en général sous forme de gélules ou en comprimés.",https://creapharma.ch/wp-content/uploads/2015/05/harpagophytum2.jpg,Arthrose ,
Absinthe,"Plante médicinale avec un effet favorisant la digestion indiqué par exemple en cas d’acidité gastrique, se présente souvent sous forme de tisane (infusion) ou en décoction.",,"Ballonnements (flatulences) , Flatulence ",
Anis vert,"Plante médicinale utilisée contre les problèmes digestifs et la toux ainsi que pour favoriser l’allaitement, se présente souvent sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/04/anis-fleurs-petit.jpg,"Ballonnements (flatulences) , Flatulence ",
Anis étoilé,"Plante médicinale utilisée contre les problèmes digestifs et en particulier les ballonnements, se présente souvent sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/04/anis-etoile-plante-une.jpg,"Ballonnements (flatulences) , Flatulence , Mauvaise haleine ",
Badiane,"Plante médicinale utilisée contre les problèmes digestifs et en particulier les ballonnements, se présente souvent sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/04/anis-etoile-plante-une.jpg,"Ballonnements (flatulences) , Flatulence , Mauvaise haleine ",
Aneth,"Plante médicinale utilisée en phytothérapie surtout pour son effet carminatif, notamment en cas de troubles digestifs, se présente souvent sous forme de tisane ou en huile essentielle.",https://creapharma.ch/wp-content/uploads/2015/04/aneth-plante-medicinale.jpg,"Ballonnements (flatulences) , Flatulence , Hoquet , Indigestion , Ronflement ",
Le cumin,"Plante médicinale utilisée lors de problèmes digestifs comme les flatulences, se présente en général sous forme de tisane (infusion).",https://creapharma.ch/wp-content/uploads/2015/04/cumin-graines.jpg,Ballonnements (flatulences) ,
Fenouil,"Plante médicinale avec effet spasmolytique et expectorante, indiquée pour de nombreux maux en particulier digestifs, se présente souvent sous forme de tisanes (infusions) ou en gélules.",https://creapharma.ch/wp-content/uploads/2015/05/fenouil-une.gif,"Ballonnements (flatulences) , Diabète type 2 , Dysménorrhée , Flatulence , Indigestion , Mal de ventre , Mauvaise haleine , Ménopause , Règles douloureuses (dysménorrhée) , Toux ",
Romarin,"Plante médicinale diurétique, aromatique, antioxydante et antirhumatismale, se présente souvent sous forme de tisane (infusion) ou de décoction.",,"Ballonnements (flatulences) , Flatulence , Indigestion , Migraine , Moustiques (piqûres de) , Piqûres de moustiques , Syncope , Syndrome du côlon irritable , Torticolis ",
Anthyllide vulnéraire,"Plante médicinale avec un effet cicatrisant indiquée lors de plaies ou contusions, utilisé la plupart du temps sous forme compresse.",,"Blessures (plaies) , Brûlures (brûlures de la peau) , Plaies (voir aussi sous blessures) ",
Plantain lancéolé,"Plante médicinale utilisée lors de toux et pour désinfecter les voies respiratoires, se présente souvent sous forme de tisane (infusion), capsule ou sirop.",https://creapharma.ch/wp-content/uploads/2015/05/plantago-lanceolata.gif,Blessures (plaies) ,
Sanicle d’europe,"Plante médicinale avec des effets principalement hémostatiques et cicatrisants, indiquée lors de plaies ou blessures. La sanicle se présente surtout sous forme de compresses ou en tisane.",,Blessures (plaies) ,
Aloé vera,"Plante médicinale anti-inflammatoire et désinfectante utilisée lors de plaies ou de brûlures, se présente souvent sous forme de gel ou de pommade.",https://creapharma.ch/wp-content/uploads/2015/04/aloe-plante-medicinale2-161x200.jpg,"Bouton de fièvre, zona ou herpès zoster , Brûlures (brûlures de la peau) , Diabète type 2 , Herpès zoster (zona) , Zona ",
Eucalyptus,"Plante médicinale utilisée pour soigner la toux (avec action expectorante) et le rhume (en inhalation), se présente sous forme de tisane (infusion), bonbons, inhalations ou en gélule.",https://creapharma.ch/wp-content/uploads/2015/05/eucalyptus-plante.jpg,"Bronchite , Pellicules , Piqûre d’insectes (insectes) , Pneumonie , Rhume , Sinusite , Toux ",
Bouillon blanc,"Plante médicinale pour soigner la toux (action expectorante), se présente souvent sous forme de tisane ou en sirop.",https://creapharma.ch/wp-content/uploads/2015/04/bouillon_blanc_def-270x200.jpg,"Bronchite , Démangeaisons anales , Engelure , Hémorroïdes , Pneumonie , Toux ",
Bourgeons de sapin,"Plante médicinale avec un effet expectorant, s’utilise en usage interne pour soigner la toux grasse, se présente souvent sous forme de sirop ou de bonbons.",https://creapharma.ch/wp-content/uploads/2015/05/sapin-photo-pm-2.jpg,"Bronchite , Pneumonie , Toux ",
Droséra,"Plante médicinale avec un effet antitussif indiqué en cas de toux sèche, utilisé en général sous forme de tisane ou
de gouttes.",https://creapharma.ch/wp-content/uploads/2015/04/drosera_pm.jpg,"Bronchite , Toux ",
Guaco,"Plante médicinale originaire d’Amérique du Sud et utilisée notamment au Brésil. Elle présente un effet vasoconstricteur au niveau des bronches, indiquée par conséquent pour soigner la toux et la bronchite. Le guaco est surtout consommé sous forme de tisane ou en sirop.",https://creapharma.ch/wp-content/uploads/2015/05/guaco-criasaude-pm.jpg,"Bronchite , Toux ",
Lierre,"Plante médicinale utilisée en cas de toux grasse ou de bronchite, se présente sous forme de médicament prêt à l’emploi (ex. comprimé).",https://creapharma.ch/wp-content/uploads/2015/05/PICT1402-pm.jpg,"Bronchite , Pneumonie , Toux ",
Pélargonium,"Plante médicinale d’origine sud-africaine utilisée principalement pour soigner la bronchite aiguë ou la toux, se présente en général sous forme de teinture (gouttes).",https://creapharma.ch/wp-content/uploads/2015/05/pelargonium.jpg,Bronchite ,
Pulmonaire,"Plante médicinale expectorante et émolliente, utilisée principalement lors de toux ou de bronchite, se présente souvent sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/pulmonaire-2.gif,"Bronchite , Pneumonie , Toux ",
Sapin,"Plante médicinale avec un effet expectorant, s’utilise en usage interne pour soigner la toux grasse, se présente souvent sous forme de sirop ou de bonbons.",https://creapharma.ch/wp-content/uploads/2015/05/sapin-photo-pm-2.jpg,Bronchite ,
 calendula,"Plante médicinale utilisée comme cicatrisant et anti-inflammatoire principalement contre les coups et les blessures, se présente en général sous forme de pommade.
Attention, ne pas appliquer une pommade à base de calendula sur une plaie ouverte (plaie qui saigne).",https://creapharma.ch/wp-content/uploads/2015/04/soucis_des_jardins-213x200.gif,Brûlures (brûlures de la peau) ,
Souci,"Plante médicinale utilisée comme cicatrisant et anti-inflammatoire principalement contre les coups et les blessures, se présente en général sous forme de pommade.
Attention, ne pas appliquer une pommade à base de calendula sur une plaie ouverte (plaie qui saigne).",https://creapharma.ch/wp-content/uploads/2015/04/soucis_des_jardins-213x200.gif,"Brûlures (brûlures de la peau) , Candidose vaginale , Mycoses des pieds (pieds d’athlète) , Mycoses vaginales , Pied d’athlète (mycose des pieds) ",
Calami,"Plante médicinale à l’effet stomachique avec une action efficace contre les brûlures d’estomac, se présente souvent sous forme de tisanes (infusions).",https://creapharma.ch/wp-content/uploads/2015/04/calami-rhizome.jpg,"Brûlure d’estomac , Gastro-entérite , Mal de ventre ",
Bourgeons de pin,"Plante médicinale avec un effet expectorant, s’utilise en usage interne pour soigner la toux grasse, se présente souvent sous forme de sirop ou de bonbons.",https://creapharma.ch/wp-content/uploads/2015/05/sapin-photo-pm-2.jpg,Calculs biliaires ,
Fumeterre,"Plante médicinale avec une action sur le système digestif et en particulier au niveau de la vésicule biliaire, se présente souvent sous forme de tisane ou en gélule.",https://creapharma.ch/wp-content/uploads/2015/05/fumeterre-jardin-botanique_pm.jpg,"Calculs biliaires , Indigestion ",
Ail,Plante médicinale utilisée notamment contre l’athérosclérose et l’hypertension ainsi qu’en prévention du cancer. L’ail se présente souvent sous forme de gélules ou de comprimés standardisés. Il est recommandé de consommer tous les jours une gousse d’ail.,https://creapharma.ch/wp-content/uploads/2015/04/Fotolia_849578_S-ail-grand.jpg,"Calculs urinaires , Cholestérol , Hypertension , Lithiase urinaire (calculs urinaires) ",
Citron,"Plante médicinale antiseptique utilisée lors de maladies infectieuses principalement en prévention, utilisé en général sous forme de jus ou d’huile essentielle.",https://creapharma.ch/wp-content/uploads/2015/04/citron-malyshchyts-viktar.jpg,"Calculs urinaires , Lithiase urinaire (calculs urinaires) , Mal des transports (cinétose) , Moustiques (piqûres de) , Piqûres de moustiques ",
Bouleau,"Plante médicinale utilisée comme diurétique contre les cystites (légères), se présente souvent sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/04/bouleau_medium-166x200.jpg,"Calculs urinaires , Cystite , Goutte , Infections urinaires , Lithiase urinaire (calculs urinaires) ",
Genevrier,"Plante médicinale utilisée en cas de problèmes digestifs, de troubles urinaires ou lors de rhumatismes, se présente souvent sous forme de tisane ou en teinture.",https://creapharma.ch/wp-content/uploads/2015/04/genievre-genevrier-pm.jpg,Calculs urinaires ,
Genièvres,"Plante médicinale utilisée en cas de problèmes digestifs, de troubles urinaires ou lors de rhumatismes, se présente souvent sous forme de tisane ou en teinture.",https://creapharma.ch/wp-content/uploads/2015/04/genievre-genevrier-pm.jpg,"Calculs urinaires , Lithiase urinaire (calculs urinaires) ",
Géranium,"Plante médicinale d’origine sud-africaine utilisée principalement pour soigner la bronchite aiguë ou la toux, se présente en général sous forme de teinture (gouttes).",https://creapharma.ch/wp-content/uploads/2015/05/pelargonium.jpg,"Calculs urinaires , Lithiase urinaire (calculs urinaires) ",
Pelarg,"Plante médicinale d’origine sud-africaine utilisée principalement pour soigner la bronchite aiguë ou la toux, se présente en général sous forme de teinture (gouttes).",https://creapharma.ch/wp-content/uploads/2015/05/pelargonium.jpg,Calculs urinaires ,
Verge d’or,"Plante médicinale avec un fort effet diurétique, utilisée pour les reins et la vessie (ex. calculs urinaires), se présente souvent sous forme de tisane (infusion).",https://creapharma.ch/wp-content/uploads/2015/05/solidago-verge-d-or-f1.jpg,"Calculs urinaires , Lithiase urinaire (calculs urinaires) ",
Noir,"Plante médicinale et boisson utilisée principalement comme stimulant lors de fatigue, se présente souvent sous forme de thé (infusion).",https://creapharma.ch/wp-content/uploads/2015/05/the-plante1.jpg,"Calculs urinaires , Lithiase urinaire (calculs urinaires) ",
Vert,"Plante médicinale et boisson utilisée comme stimulant lors de fatigue mais aussi pour prévenir différentes maladies comme le cancer, se présente souvent sous forme de thé (infusion).",,"Calculs urinaires , Lithiase urinaire (calculs urinaires) ",
Calendula,"Plante médicinale utilisée comme cicatrisant et anti-inflammatoire principalement contre les coups et les blessures, se présente en général sous forme de pommade.
Attention, ne pas appliquer une pommade à base de calendula sur une plaie ouverte (plaie qui saigne).",https://creapharma.ch/wp-content/uploads/2015/04/soucis_des_jardins-213x200.gif,"Candidose vaginale , Coup de soleil , Démangeaisons anales , Enrouement , Impétigo , Mycoses des pieds (pieds d’athlète) , Mycoses vaginales , Pied d’athlète (mycose des pieds) ",
Citronnelle,Plante médicinale utilisée en usage interne comme sédatif et digestif et en usage externe pour lutter contre les piqûres d’insectes ou de moustiques.,https://creapharma.ch/wp-content/uploads/2015/04/citronnelle_207_177.jpg,"Candidose vaginale , Insectes (piqûres d’) , Moustiques (piqûres de) , Mycoses vaginales , Piqûre d’insectes (insectes) , Piqûres de moustiques ",
Échinacée,"Plante médicinale stimulant les défenses immunitaires, avec une action principalement dans le traitement du refroidissement, se présente souvent sous forme de gélule, comprimé à sucer ou jus.",,"Candidose vaginale , Grippe , Grippe a , Grippe aviaire , Grippe porcine (ex. grippe a h1n1) , Mycoses vaginales , Refroidissement ",
Cèdre de l’atlas,"Plante médicinale (arbre) riche en huile essentielle avec une action anti-bactérienne et antifongique, indiquée en particulier contre les mycoses.",https://creapharma.ch/wp-content/uploads/2015/04/cedre-atlas_resize.jpg,"Cellulite , Mycoses des pieds (pieds d’athlète) , Mycoses du cuir chevelu (teignes) , Pied d’athlète (mycose des pieds) ",
Papaye,"Plante (médicinale) d’origine mexicaine qui est un fruit très nutritif mais qui s’utilise aussi en médecine pour ses effets digestifs grâce à la papaïne, dans ce cas à consommer sous forme de gélule.",https://creapharma.ch/wp-content/uploads/2015/05/papaye-grande-photo-1-177x200.jpg,Cellulite ,
Thé vert,"Plante médicinale et boisson utilisée comme stimulant lors de fatigue mais aussi pour prévenir différentes maladies comme le cancer, se présente souvent sous forme de thé (infusion).",,"Cellulite , Chute des cheveux (h) , Diabète type 2 , Fatigue , Inflammations , Mauvaise haleine , Obésité (surpoids) , Parkinson , Surpoids & obésité ",
Avoine,"Plante médicinale avec des effets très intéressants surtout au niveau nutritionnel, indiqué par exemple en cas d’excès de cholestérol, se présente souvent sous forme de flocons, tisane ou en cataplasme.",https://creapharma.ch/wp-content/uploads/2015/04/avoine-125x200.jpg,Cholestérol ,
Lin,"Plante médicinale utilisée principalement comme laxatif en cas de constipation chronique, se présente souvent sous forme de graines.",https://creapharma.ch/wp-content/uploads/2015/05/lin-plante-pm.jpg,"Cholestérol , Sécheresse vaginale , Syndrome du côlon irritable ",
Germes de blé,"Plante médicinale utilisée contre l’athériosclérose et contre l’hypertension, se présente souvent sous forme de capsules ou de comprimés.",https://creapharma.ch/wp-content/uploads/2015/04/germes-de-ble.jpg,Cholestérol ,
Psyllium,"Plante médicinale laxative indiquée lors de constipation chronique, se prend sous forme de graine avec de l’eau (à laisser gonfler).",https://creapharma.ch/wp-content/uploads/2015/05/psylli-pm.jpg,Cholestérol ,
Millet,"Céréale utilisée dans le domaine de la santé principalement comme fortifiant des cheveux ou des ongles, grâce à sa teneur en minéraux, oligo-éléments et vitamines, se présente souvent sous forme de gélule (capsule).",https://creapharma.ch/wp-content/uploads/2015/05/millet-epis-fotolia.jpg,"Chute des cheveux (f) , Chute des cheveux (h) ",
Blé germé,"Plante médicinale utilisée contre l’athériosclérose et contre l’hypertension, se présente souvent sous forme de capsules ou de comprimés.",https://creapharma.ch/wp-content/uploads/2015/04/germes-de-ble.jpg,Chute des cheveux (h) ,
Camomille,Plante médicinale utilisée en usage interne contre les spasmes et les problèmes digestifs surtout sous forme de tisane et en usage externe comme désinfectant et cicatrisant.,https://creapharma.ch/wp-content/uploads/2015/04/camomille-vraie-163x200.jpg,"Conjonctivite , Nausées & vomissements , Reflux gastro-œsophagien , Syndrome du canal carpien , Syndrome du côlon irritable , Vomissements ",
Euphraise,"Plante médicinale avec un effet antiseptique, utilisée principalement lors de problèmes oculaires comme contre la conjonctivite, se présente souvent sous forme de compresses ou de collyres.",https://creapharma.ch/wp-content/uploads/2015/05/euphraise-resume1.jpg,"Conjonctivite , Yeux secs ",
Bourdaine,"Plante médicinale à l’effet laxatif indiquée lors de constipation, se présente souvent sous forme d’extrait, comprimés standardisés ou de sirop.",https://creapharma.ch/wp-content/uploads/2015/04/rhamnus-frangula-herbier-223x200.gif,"Constipation , Syndrome du côlon irritable ",
Cascara,"Plante Médicinale (arbre) à l’effet laxatif indiquée lors de constipation occasionnelle, à ne pas utiliser plus d’une semaine, se présente souvent sous forme de gélule.",https://creapharma.ch/wp-content/uploads/2015/04/cascara-no-cop.jpg,Constipation ,
Figue,"Plante médicinale laxative indiquée lors de constipation, se présente souvent sous forme de sirop.",https://creapharma.ch/wp-content/uploads/2015/05/figue_pm.jpg,Constipation ,
Pruneaux,"Plante médicinale avec un effet principalement laxatif, indiqué en cas de constipation, se consomme sous forme de fruits frais ou séchés (pruneaux).",https://creapharma.ch/wp-content/uploads/2015/05/prunier-pm.jpg,Constipation ,
Fruits séchés de la prune,"Plante médicinale avec un effet principalement laxatif, indiqué en cas de constipation, se consomme sous forme de fruits frais ou séchés (pruneaux).",https://creapharma.ch/wp-content/uploads/2015/05/prunier-pm.jpg,Constipation ,
Graines de lin,"Constipation chronique, syndrome du côlon irritable, cholestérol (hypercholestérolémie, action contre le LDL, c’est-à-dire le mauvais cholestérol)",,Constipation ,
Huile de ricin,Contre la constipation occasionnelle,,Constipation ,
Ricin,"Plante médicinale avec un fort effet laxatif, utilisée contre la constipation sur une courte durée, se présente souvent sous forme d’huile (de ricin) à avaler.",https://creapharma.ch/wp-content/uploads/2015/05/ricin-moyen.jpg,Constipation ,
Psylli semen,"Plante médicinale laxative indiquée lors de constipation chronique, se prend sous forme de graine avec de l’eau (à laisser gonfler).",https://creapharma.ch/wp-content/uploads/2015/05/psylli-pm.jpg,"Constipation , Diarrhée ",
Séné,"Plante médicinale utilisée comme laxatif (irritant), en cas de constipation occasionnelle chez les adultes, se présente sous forme de gélule, granulés ou tisane (infusion).",https://creapharma.ch/wp-content/uploads/2015/05/senne-2.jpg,Constipation ,
Immortelle,Plante médicinale utilisée principalement en voie interne contre certains troubles digestifs et en voie externe pour soigner les hématomes.,https://creapharma.ch/wp-content/uploads/2015/05/immortelle-sable.jpg,Contusions ,
Marron d’inde,"Plante médicinale utilisée en cas de jambes douloureuses ou d’hémorroïdes, se présente souvent sous forme de crèmes.",https://creapharma.ch/wp-content/uploads/2015/05/marron-d-inde-une.gif,"Contusions , Jambes lourdes (douloureuses) , Thrombose , Varices ",
Mélilot,"Plante médicinale utilisée contre les troubles veineux (jambes lourdes), se présente souvent sous forme de gélule ou de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/melilot.jpg,"Contusions , Jambes lourdes (douloureuses) ",
Betterave,"Plante médicinale (légume) avec un effet antioxydant et vasodilatateur, peut être utilisée contre l’hypertension ou comme cure chez le sportif d’endurance pour augmenter ses performances, à consommer de préférence sous forme de jus.",https://creapharma.ch/wp-content/uploads/2015/04/betterave.jpg,"Coup de soleil , Hypertension , Insuffisance cardiaque (forme spécifique, mesure complémentaire) ",
Gaulthérie,"Plante médicinale avec un effet anti-inflammatoire, utilisé surtout contre des douleurs musculaires ou lors de rhumatismes, se présente souvent sous forme de crème ou de liniment.",https://creapharma.ch/wp-content/uploads/2015/05/gaultherie-pm.jpg,"Courbatures , Sciatique ",
Fougère mâle,Plante médicinale utilisée en usage externe contre les rhumatismes et les crampes nocturnes. La fougère mâle se présente surtout sous forme de cataplasme ou en huile.,,Crampes musculaires ,
Millepertuis,"Plante médicinale utilisée pour soigner les cas de dépressions légères à modérées, se présente en général sous forme de gélule, comprimé ou tisane.",,"Crevasses , Dépression , Dépression saisonnière , Enurésie nocturne , Ménopause , Pipi au lit (enurésie nocturne) , Troubles affectifs saisonniers ",
Chocolat,"Plante médicinale avec un effet stimulant sur le système nerveux, utile pour soigner une déprime ou une légère dépression mais aussi en prévention de maladies cardiovasculaires, se présente surtout sous forme d’aliment (chocolat) ainsi qu’en gélule.",,"Crise cardiaque (infarctus du myocarde) , Infarctus du myocarde ",
Cacao,"Plante médicinale avec un effet stimulant sur le système nerveux, utile pour soigner une déprime ou une légère dépression mais aussi en prévention de maladies cardiovasculaires, se présente surtout sous forme d’aliment (chocolat) ainsi qu’en gélule.",,"Crise cardiaque (infarctus du myocarde) , Infarctus du myocarde , Parkinson ",
Airelles rouges,"Plante médicinale utilisée principalement en prévention comme désinfectant des voies urinaires, se présente souvent sous forme de jus.",https://creapharma.ch/wp-content/uploads/2015/04/airelles-rouges.jpghttps://creapharma.ch/wp-content/uploads/2015/04/gelule-airelle-rouge.jpg,"Cystite , Infections urinaires ",
Aronie,"Plante ou arbuste avec des effets antioxydants, toniques, énergétiques, entre autres. Utilisé principalement sous forme de fruits pour ses valeurs nutritives.",https://creapharma.ch/wp-content/uploads/2015/04/aronia.jpg,"Cystite , Infections urinaires ",
Bruyère,"Plante médicinale avec un effet diurétique, utilisée en cas de cystite ou d’infections urinaires, se présente souvent sous forme de gélules.",https://creapharma.ch/wp-content/uploads/2015/04/bruyere-plante-180x200.jpg,"Cystite , Infections urinaires ",
Canneberge,"Plante médicinale utilisée principalement en prévention comme désinfectant des voies urinaires lors de cystites à répétition (lire ci-dessous sous remarques), se présente souvent sous forme de jus. L’efficacité de la canneberge contre les infections urinaires, comme on le verra dans ce dossier, n’est pas prouvée scientifiquement.",,"Cystite , Infections urinaires ",
Prêle,"Plante médicinale diurétique indiquée notamment lors de troubles des voies urinaires et de problèmes articulaires, se présente en général sous forme d’infusion ou en gélules.",https://creapharma.ch/wp-content/uploads/2015/05/prele-pm.jpg,"Cystite , Infections urinaires ",
Raisin d’ours,Plante médicinale utilisée comme désinfectant des voies urinaires (par ex.contre les cystites) se présente souvent sous forme de tisane ou en gélule.,,"Cystite , Infections urinaires ",
Menthe poivrée,"Plante médicinale à vertu digestive et aromatique, se présente principalement sous forme de tisane (infusion).",,"Cystite interstitielle , Indigestion , Mal des transports (cinétose) , Mal de ventre , Nausées & vomissements , Syndrome du côlon irritable , Vomissements ",
Marronnier d’inde,"Plante médicinale utilisée en cas de jambes douloureuses ou d’hémorroïdes, se présente souvent sous forme de crèmes.",https://creapharma.ch/wp-content/uploads/2015/05/marron-d-inde-une.gif,"Démangeaisons anales , Hémorroïdes ",
Chia,"Plante médicinale d’origine mexicaine riche en fibres et en oméga-3 utilisée contre l’athérosclérose et le surpoids, se présente souvent sous forme de graines ou d’huile.",https://creapharma.ch/wp-content/uploads/2015/04/chia-planta-163x200.jpg,Diabète type 2 ,
Myrtille,"Plante médicinale utilisée pour son effet astringent lors de diarrhée et contre les jambes lourdes, se présente souvent sous forme de gélule ou en jus.",https://creapharma.ch/wp-content/uploads/2015/05/myrtille-2.jpg,"Diarrhée , Gastro-entérite , Jambes lourdes (douloureuses) , Syndrome du côlon irritable , Varices ",
Alchémille,"Plante médicinale aux propriétés adstringentes utilisée lors de diarrhée bénigne ou de règles douloureuses, se présente souvent sous forme de tisane (infusion).",https://creapharma.ch/wp-content/uploads/2015/04/alchemille-plante.jpg,"Diarrhée , Dysménorrhée , Règles douloureuses (dysménorrhée) , Syndrome prémenstruel ",
Châtaignier,Plante médicinale riche en tanin utilisée principalement contre la diarrhée sous forme de tisane.,,Diarrhée ,
Noisetier (feuilles),Plante médicinale indiquée surtout contre les jambes lourdes grâce à son effet (des feuilles) astringent. La plante est principalement utilisée sous forme de décoction en usage interne ou externe par exemple contre les hémorroïdes.,,"Diarrhée , Hémorroïdes , Jambes lourdes (douloureuses) , Varices ",
Potentille tormentille,"Plante médicinale avec un effet astringent, efficace contre la diarrhée, à utiliser sous forme de tisane par exemple.",https://creapharma.ch/wp-content/uploads/2015/05/tormentille.jpg,Diarrhée ,
Ronce,"Plante médicinale présentant un effet astringent indiquée de ce fait principalement pour soigner les diarrhées, se présente en général sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/ronce-plante.jpg,Diarrhée ,
Gingembre,"Plante médicinale utilisée notamment comme stimulant sexuel et contre les maux de voyage, se présente souvent sous forme de gélule, comprimé, jus ou en tisane.",https://creapharma.ch/wp-content/uploads/2015/05/gingembre-plante_pm.jpg,"Dysfonction érectile , Érection , Impuissance (dysfonction érectile) , Inflammations , Mal des transports (cinétose) , Nausées & vomissements , Reflux gastro-œsophagien , Troubles-érectiles , Vomissements ",
Maca,"Plante médicinale originaire du Pérou, utilisée en Europe et aux Etats-Unis pour son supposé effet de stimulant sexuel (aphrodisiaque). Se présente souvent sous forme de comprimé ou de poudre.",https://creapharma.ch/wp-content/uploads/2015/05/maca-radi.jpg,"Dysfonction érectile , Érection , Impuissance (dysfonction érectile) , Troubles-érectiles ",
Onagre (oenothère),"Plante médicinale utile pour soigner et apaiser le syndrome prémenstruel ainsi que divers problèmes de peau, se présente souvent sous forme de gélule ou de crème.",https://creapharma.ch/wp-content/uploads/2015/05/onagre-plante-jardin-pm.jpg,Dysménorrhée ,
Camomille romaine,"Plante médicinale utilisée en usage interne contre les spasmes et la digestion, en usage externe comme désinfectant et cicatrisant, se présente souvent sous forme de tisane, compresses ou en liquide.",https://creapharma.ch/wp-content/uploads/2015/04/camomille-romaine-177x200.gif,"Dysménorrhée , Migraine , Règles douloureuses (dysménorrhée) ",
Framboisier,"Plante médicinale utilisée lors de problèmes digestifs et dans les trois derniers mois de la grossesse pour détendre l’utérus, se présente souvent sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/framboises-pm.jpg,Dysménorrhée ,
Bourrache,"Plante médicinale pour soigner et apaiser divers problèmes de peau (peau sensible, sèche, rides), se présente souvent sous forme de crème, pommade ou en gélule.",https://creapharma.ch/wp-content/uploads/2015/04/bourrache1-150x200.jpg,"Dysménorrhée , Eczéma , Peau-sèche , Règles douloureuses (dysménorrhée) ",
Armoise commune,"Plante médicinale utilisée surtout contre les troubles gynécologiques et digestifs, à consommer sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/armoise-commune.jpg,"Dysménorrhée , Ménopause , Règles douloureuses (dysménorrhée) ",
