name,description,photo_url,diseases,images
Pensée sauvage,"Plante médicinale avec une action anti-inflammatoire et purifiante indiquée surtout lors de problèmes de peau par exemple en cas d’eczéma, se présente en général sous forme de crème ou d’infusion.",https://creapharma.ch/wp-content/uploads/2015/05/pensee-sauvage.jpg,Eczéma ,
Soja,"Plante qui peut être utilisée contre les symptômes liés à la ménopause grâce à sa teneur en phytohormones, se présente souvent sous forme de gélule. Le soja est aussi une plante très utilisée en nutrition, autant humaine qu’animale.",https://creapharma.ch/wp-content/uploads/2015/05/soya1-pm.jpg,"Endométriose , Ménopause , Peau-sèche , Sécheresse vaginale ",
Bouillon-blanc,"Plante médicinale pour soigner la toux (action expectorante), se présente souvent sous forme de tisane ou en sirop.",https://creapharma.ch/wp-content/uploads/2015/04/bouillon_blanc_def-270x200.jpg,Enrouement ,
Pavot de californie,"Plante médicinale avec un effet sédatif et antispasmodique, indiqué contre les troubles du sommeil, l’anxiété ou la migraine, se présente souvent sous forme de gélule.",https://creapharma.ch/wp-content/uploads/2015/05/Eschscholzia.jpg,"Enurésie nocturne , Pipi au lit (enurésie nocturne) ",
Cannelle,"Plante médicinale riche en huile essentielle utilisée principalement lors de troubles digestifs mais aussi contre divers autres maux quotidiens, se présente souvent sous forme de tisane ou en teinture.",https://creapharma.ch/wp-content/uploads/2015/04/cannelle-arbre-zanzibar-150x200.jpg,"Fatigue , Reflux gastro-œsophagien ",
Rhodiola,"Plante médicinale qui améliore les capacités physiques et psychiques utilisée en particulier en cas de stress, se présente souvent sous forme de gélules ou d’extrait standardisé.",https://creapharma.ch/wp-content/uploads/2015/05/rhodiola-pm.jpg,"Fatigue , Nervosité (stress) , Stress ",
Fleurs de sureau,"Plante médicinale utilisée surtout contre les refroidissements (fleur), la fièvre (fleur), la toux (fruits ou baies) ou le rhume (fleur). Le sureau se présente souvent sous forme de tisane ou en sirop.",,Fièvre ,
Saule blanc,"Plante médicinale indiquée en cas de refroidissement ou lors de douleurs rhumatismales à cause de son effet antidouleur et anti-inflammatoire, se présente souvent sous forme de comprimé ou en gélule.",https://creapharma.ch/wp-content/uploads/2015/05/saule-pm.jpg,"Fièvre , Mal de tête ",
Tilleul,"Plante médicinale fébrifuge et calmante, indiquée en cas de refroidissement et lors de troubles du sommeil, se présente en général sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/tilleul-arbre.gif,"Fièvre , Insomnie (troubles du sommeil) , Nervosité (stress) , Sommeil (troubles du sommeil, insomnie) , Stress ",
Lis blanc,"Plante médicinale avec un effet antiseptique et cicatrisant, utilisée pour soigner diverses infections, se présente souvent sous forme de teinture.",https://creapharma.ch/wp-content/uploads/2015/05/lis-blanc-fleurs.jpg,Furoncles ,
Chêne,"Plante médicinale dont le cortex de l’arbre possède des propriétés astringentes, utilisé par exemple lors de diarrhée, se présente souvent sous forme de décoction.",https://creapharma.ch/wp-content/uploads/2015/04/chene01.gif,"Gastro-entérite , Perte blanche (vaginale) , Perte vaginale ",
Cerise,"Plante (médicinale) avec des propriétés anti-inflammatoires pour son fruit et diurétique pour ses pédoncules, utilisée par exemple en cas de goutte (fruit) ou de cystite (pédoncules), se présente souvent sous forme du fruit lui-même, de jus ou sirop et de tisane ou décoction (pédoncules).",https://creapharma.ch/wp-content/uploads/2015/04/cerises-une-150x200.jpg,"Goutte , Insomnie (troubles du sommeil) , Sommeil (troubles du sommeil, insomnie) ",
Égopode,"Plante médicinale indiquée principalement contre la goutte, se présente souvent sous forme de teinture mère ou en bains de pieds.",,"Goutte , Hallux valgus (oignon) ",
Orties,"Plante médicinale utilisée en usage interne comme diurétique, en usage externe comme astringent ou produit cosmétique, se présente souvent sous forme de tisane ou en solution.",https://creapharma.ch/wp-content/uploads/2015/05/ortie-def.jpg,Goutte ,
Physalis,"Plante médicinale utilisée pour son effet diurétique lors de goutte ou de troubles urinaires, se présente souvent sous forme de décoction ou de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/Physalis-alkekengi.jpg,Goutte ,
Cyprès commun,"Plante médicinale (arbre) avec des propriétés vasoconstrictrices, utilisée surtout contre les hémorroïdes, se présente souvent sous forme d’huile essentielle ou en décoction",https://creapharma.ch/wp-content/uploads/2015/04/cypres-commun_202_177.jpg,Hémorroïdes ,
Ficaire,"Plante médicinale utilisée presque exclusivement pour soigner les hémorroïdes, se présente souvent sous forme de crème, pommade ou en tisane",https://creapharma.ch/wp-content/uploads/2015/05/ficaire_pm.jpg,Hémorroïdes ,
Artichaut,"Plante médicinale protectrice du foie utilisée lors de problèmes hépatiques comme les calculs biliaires, une mauvaise digestion ou encore lors de cirrhose, se présente souvent sous forme de gélules.",https://creapharma.ch/wp-content/uploads/2015/04/artichaut-186x200.gif,"Hépatites , Mal de ventre , Syndrome du côlon irritable ",
Chardon-marie,"Plante médicinale protectrice du foie (hépatoprotectrice) indiquée lors de troubles du foie et de la digestion, se présente souvent sous forme de goutte ou en gélule.",https://creapharma.ch/wp-content/uploads/2015/04/chardon_marie2_202x177.jpg,Hépatites ,
Estragon,"Plante médicinale avec un effet stimulant sur la digestion, utilisée principalement contre les troubles digestifs sous forme de tisane ou teinture.",https://creapharma.ch/wp-content/uploads/2015/04/estragon-exquisine_rt.jpg,"Hoquet , Rhume des foins ",
Racine,"Plante médicinale utilisée en usage interne contre l’hyperplasie bénigne de la prostate, se présente souvent sous forme de comprimés, capsules ou tisane.",https://creapharma.ch/wp-content/uploads/2015/05/ortie-racine-pm.jpg,Hyperplasie bénigne prostate ,
Épilobe,"Plante médicinale avec un effet sur la prostate, par exemple lors d’hyperplasie bénigne de la prostate, se présente sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/04/Sans-titre-1.jpg,"Hyperplasie bénigne prostate , Prostate (hyperplasie bénigne de la prostate (hbp)) ",
Pépins de courge,"Plante médicinale utilisée principalement contre l’hyperplasie bénigne de la prostate, se présente souvent sous forme de comprimé ou en capsule.",https://creapharma.ch/wp-content/uploads/2015/04/courge_res.jpg,"Hyperplasie bénigne prostate , Prostate (hyperplasie bénigne de la prostate (hbp)) ",
Sabal/,"Plante médicinale utilisée principalement contre l’hyperplasie bénigne de la prostate, se présente souvent sous forme de comprimé ou de gouttes.",https://creapharma.ch/wp-content/uploads/2015/05/sabal-plante-creapharma-150x200.jpg,Hyperplasie bénigne prostate ,
Palmier nain,"Plante médicinale utilisée principalement contre l’hyperplasie bénigne de la prostate, se présente souvent sous forme de comprimé ou de gouttes.",https://creapharma.ch/wp-content/uploads/2015/05/sabal-plante-creapharma-150x200.jpg,"Hyperplasie bénigne prostate , Prostate (hyperplasie bénigne de la prostate (hbp)) ",
Feuille d’olivier,"Plante médicinale utilisée contre l’hypertension et pour perdre du poids, se présente souvent sous forme de gélule.",https://creapharma.ch/wp-content/uploads/2015/05/olivier-arbre-pm.jpg,Hypertension ,
Hibiscus,"Plante médicinale utilisée principalement pour son effet contre l’hypertension et le cholestérol (en complément des traitements classiques), se présente en général sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/hibiscus-grande-pm.jpg,Hypertension ,
Gingko,"Plante médicinale sensée améliorer les performances du cerveau comme la mémorisation et la vascularisation, mais plusieurs études se sont montrées critiques par rapport à son efficacité. Le ginkgo se présente souvent sous forme de gélules ou comprimés standardisés.",https://creapharma.ch/wp-content/uploads/2015/05/gingko_pm.jpg,"Impuissance (dysfonction érectile) , Troubles-érectiles ",
Racines,"Plante médicinale avec effet spasmolytique et expectorante, indiquée pour de nombreux maux en particulier digestifs, se présente souvent sous forme de tisanes (infusions) ou en gélules.",https://creapharma.ch/wp-content/uploads/2015/05/fenouil-une.gif,Indigestion ,
Cranberry,"Plante médicinale utilisée principalement en prévention comme désinfectant des voies urinaires lors de cystites à répétition (lire ci-dessous sous remarques), se présente souvent sous forme de jus. L’efficacité de la canneberge contre les infections urinaires, comme on le verra dans ce dossier, n’est pas prouvée scientifiquement.",,Infections urinaires ,
En feuille,"Plante médicinale utilisée en usage interne comme diurétique, en usage externe comme astringent ou produit cosmétique, se présente souvent sous forme de tisane ou en solution.",https://creapharma.ch/wp-content/uploads/2015/05/ortie-def.jpg,Infections urinaires ,
Coriandre,"Plante médicinale avec un effet principalement digestif, indiquée par exemple en cas de maux de ventre ou lors de ballonnements, se présente souvent sous forme de tisane ou en liqueur.",https://creapharma.ch/wp-content/uploads/2015/04/coentro-planta.png,Inflammations ,
Faux-poivrier,"Plante médicinale originaire du Brésil avec un effet anti-inflammatoire, cicatrisant et antimicrobien. Le faux-poivrier est utilisé principalement en cas de mycoses vaginales (candidoses).",,Inflammations ,
Olive (huile d’),"L’huile d’olive est très populaire dans la cuisine des pays du bassin méditerranéen comme le Maroc, la Tunisie, l’Algérie, l’Italie, l’Espagne, le Portugal, la Grèce ou la partie méridionale de la France. Disponible à longueur d’année, sa consommation tend à se généraliser dans le monde et ses vertus nutritionnelles et diététiques sont de plus en plus connues et recommandées.
Des régions comme le Japon, l’Amérique latine (Brésil), les Etats-Unis ou le nord de l’Europe (Allemagne, Grande-Bretagne) importent de grandes quantités d’huile d’olive, principalement en provenance du sud de l’Europe.
Ces dernières années, certains pays du sud de l’Amérique latine comme le Chili, l’Argentine et l’Uruguay ainsi que l’Australie se sont mis à produire de l’huile d’olive, la qualité et le goût restent toutefois en général inférieurs à celui des pays européens. Lest Etats-Unis et notamment le nord de la Californie sont aussi une région productrice d’olive et d’huile d’olive.",,Inflammations ,
Spray,En prévention contre les piqûres d’insectes et les piqûres de moustiques.,,Insectes (piqûres d’) ,
Ashwagandha,"Plante médicinale d’origine indienne avec un effet adaptogène utilisée en particulier en cas de stress, d’insomnie et d’anxiété, se présente souvent sous forme de gélule.",https://creapharma.ch/wp-content/uploads/2015/05/WithaniaFruit-wikipedia.jpg,"Insomnie (troubles du sommeil) , Nervosité (stress) , Sommeil (troubles du sommeil, insomnie) , Stress ",
Aspérule odorante,Plante médicinale utilisée en usage interne comme sédatif et en usage externe lors de blessures. L’aspérule odorante se présente surtout sous forme de tisane lors de troubles du sommeil.,,Insomnie (troubles du sommeil) ,
Fleur d’oranger,"Plante médicinale avec effet calmant utilisée lors de troubles du sommeil ou de tensions nerveuses, se présente souvent sous forme de tisane (infusion).",https://creapharma.ch/wp-content/uploads/2015/05/tisane-oranger-plante.jpg,"Insomnie (troubles du sommeil) , Sommeil (troubles du sommeil, insomnie) ",
Jasmin,"Plante Médicinale riche en huile essentielle, en phytothérapie on utilise principalement les fleurs de jasmin pour son effet calmant et sédatif. Se présente en général sous forme de tisane à base des fleurs.",https://creapharma.ch/wp-content/uploads/2015/05/jasmin-plante.jpg,"Insomnie (troubles du sommeil) , Sommeil (troubles du sommeil, insomnie) ",
Verveine,"Plante médicinale utilisée pour son effet calmant contre la nervosité et les troubles gastro-intestinaux liés au stress, se présente souvent sous forme de tisane (infusion).",https://creapharma.ch/wp-content/uploads/2015/05/verveine-officinale.gif,"Insomnie (troubles du sommeil) , Sinusite , Sommeil (troubles du sommeil, insomnie) ",
Fragon,"Plante médicinale utilisée contre les troubles veineux (jambes lourdes), se présente souvent sous forme de capsule.",https://creapharma.ch/wp-content/uploads/2015/05/fregon_pm.jpg,Jambes lourdes (douloureuses) ,
Vigne rouge,"Plante médicinale utilisée contre les troubles veineux (jambes lourdes), se présente souvent sous forme de capsule, crème ou en gel.",https://creapharma.ch/wp-content/uploads/2015/05/Sans-titre-11.jpg,"Jambes lourdes (douloureuses) , Varices ",
Genévrier,"Plante médicinale utilisée en cas de problèmes digestifs, de troubles urinaires ou lors de rhumatismes, se présente souvent sous forme de tisane ou en teinture.",https://creapharma.ch/wp-content/uploads/2015/04/genievre-genevrier-pm.jpg,Lithiase urinaire (calculs urinaires) ,
Grande camomille,"Plante médicinale utilisée pour soigner la migraine et les maux de tête, à utiliser par exemple sous forme de tisane ou de gélule.",https://creapharma.ch/wp-content/uploads/2015/05/grande-camomille_pm.jpg,"Mal de tête , Migraine ",
Chardon marie,"Plante médicinale protectrice du foie (hépatoprotectrice) indiquée lors de troubles du foie et de la digestion, se présente souvent sous forme de goutte ou en gélule.",https://creapharma.ch/wp-content/uploads/2015/04/chardon_marie2_202x177.jpg,Mal de ventre ,
Armoise annuelle,"Plante médicinale contenant de l’artémisinine, une molécule antipaludique, utilisée principalement en Afrique sous forme de gélule pour soigner le paludisme (malaria).",https://creapharma.ch/wp-content/uploads/2015/04/artemisia-annua-wikipedia-150x200.jpg,"Malaria , Paludisme (malaria) ",
Artemisia annua,"Plante médicinale contenant de l’artémisinine, une molécule antipaludique, utilisée principalement en Afrique sous forme de gélule pour soigner le paludisme (malaria).",https://creapharma.ch/wp-content/uploads/2015/04/artemisia-annua-wikipedia-150x200.jpg,"Malaria , Paludisme (malaria) ",
Clou de girofle,"Contre les maux de dents (attention en cas de fragilité cutanée, c’est-à-dire si une muqueuse de la bouche est abîmée, dans ce cas ne pas appliquer, demandez également conseil à votre dentiste).",,Mauvaise haleine ,
Persil,"Plante médicinale utilisée pour son effet diurétique contre les cystites et “détoxifiant” par exemple pour soigner les rhumatismes, se présente sous forme de décoction, de teinture ou d’huile essentielle.",https://creapharma.ch/wp-content/uploads/2015/05/persil-pot.jpg,Mauvaise haleine ,
Benoîte,Plante médicinale utilisée surtout en tisane contre les troubles digestifs ou sous forme de gargarisme lors de maux de dents.,,Maux de dents ,
Girofle,Plante médicinale utilisée en usage interne comme digestif et en usage externe comme désinfectant dans les problèmes dentaires ou de bouche.,https://creapharma.ch/wp-content/uploads/2015/05/girofle-plante-medicinale-pm.jpg,Maux de dents ,
Noix de muscade,Contre les maux de dents,,Maux de dents ,
Cimicifuga,"Plante médicinale indiquée pour diminuer les symptômes de la ménopause, notamment les bouffées de chaleur, se présente souvent sous forme de comprimés et en gélules standardisés.",https://creapharma.ch/wp-content/uploads/2015/04/cimicifuga-2016-plante.jpg//pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,"Ménopause , Sécheresse vaginale ",
Nigelle cultivée,"Plante Médicinale utilisée contre les troubles digestifs mais aussi en médecine populaire contre de nombreuses autres affections, se présente souvent sous forme de graine (y compris farine) ou en huile essentielle.",https://creapharma.ch/wp-content/uploads/2015/05/nigelle-cultivee-pm.jpg,"Ménopause , Rhume des foins ",
Valeriane,"Plante médicinale à l’effet somnifère et calmante, se présente souvent sous forme de tisanes ou sous forme de comprimés.",,Ménopause ,
Basilic,"Plante médicinale et aromatique utilisée lors de problèmes digestifs, se présente en général sous forme de tisane (infusion) ou d’huile essentielle.",https://creapharma.ch/wp-content/uploads/2015/04/basilique-italie.gif,"Moustiques (piqûres de) , Piqûres de moustiques ",
Cèdre,"Plante médicinale (arbre) riche en huile essentielle avec une action anti-bactérienne et antifongique, indiquée en particulier contre les mycoses.",https://creapharma.ch/wp-content/uploads/2015/04/cedre-atlas_resize.jpg,"Moustiques (piqûres de) , Piqûres de moustiques ",
Spray à la mélisse,En prévention contre les piqûres d’insectes et les piqûres de moustiques.,,"Moustiques (piqûres de) , Piqûre d’insectes (insectes) , Piqûres de moustiques ",
Pin,"Plante médicinale (arbre) avec un effet antiseptique, s’utilise en usage interne pour soigner la toux et en usage externe lors de douleurs, se présente souvent sous forme de médicament prêt à l’emploi.",https://creapharma.ch/wp-content/uploads/2015/05/pin-sylvestre.jpg,"Moustiques (piqûres de) , Piqûres de moustiques , Sinusite ",
Lapacho,"Plante médicinale originaire d’Amérique du Sud utilisée surtout contre les mycoses et parfois en prévention du cancer (des controverses existent sur cette indication, lire ci-dessous), se présente souvent sous forme de décoction.",https://creapharma.ch/wp-content/uploads/2015/05/lapacho-arbre-pm.jpg,"Mycoses des pieds (pieds d’athlète) , Pied d’athlète (mycose des pieds) ",
Cannabis,"Plante (médicinale) à l’effet psychotrope et antiémétique, se présente sous forme de joint de cannabis ou de médicaments prêts à l’emploi (THC synthétique) dans certains pays (Canada ou USA).",https://creapharma.ch/wp-content/uploads/2015/05/cannabis-plante.gif,"Nausées & vomissements , Vomissements ",
Aubépine,"Plante médicinale indiquée lors de troubles cardiaques, se présente souvent sous forme de gouttes, comprimé ou en gélule.",https://creapharma.ch/wp-content/uploads/2015/04/aubepine-crategus-levigata-186x200.gif,"Nervosité (stress) , Stress , Vertiges ",
Kawa-kawa,"Plante médicinale anxiolytique et calmante utilisée lors d’anxiété ou de stress, se présente souvent sous forme de médicament prêt à l’emploi (comprimés, gélules).",https://creapharma.ch/wp-content/uploads/2015/05/kava-feuille-Picture-Partners-133x200.jpg,"Nervosité (stress) , Stress ",
Ginkgo biloba,"Plante médicinale sensée améliorer les performances du cerveau comme la mémorisation et la vascularisation, mais plusieurs études se sont montrées critiques par rapport à son efficacité. Le ginkgo se présente souvent sous forme de gélules ou comprimés standardisés.",https://creapharma.ch/wp-content/uploads/2015/05/gingko_pm.jpg,Parkinson ,
Ylan-ylang,"Plante médicinale originaire d’Indonésie et des Philippines, utilisée en phytothérapie (aromathérapie) principalement sous forme d’huile essentielle par exemple en cas de problèmes de peau. L’huile est aussi utilisée en parfumerie.",https://creapharma.ch/wp-content/uploads/2015/05/ylang-ylang-fleurs-pm.jpg,Peau-sèche ,
Citronnelle (en huile essentielle),Plante médicinale utilisée en usage interne comme sédatif et digestif et en usage externe pour lutter contre les piqûres d’insectes ou de moustiques.,https://creapharma.ch/wp-content/uploads/2015/04/citronnelle_207_177.jpg,Pellicules ,
Tussilage,"Plante médicinale anti-inflammatoire utilisée lors de toux ou de cattarhe, se présente principalement sous forme de tisane (infusion).",https://creapharma.ch/wp-content/uploads/2015/05/tussilage-pm1.jpg,Pellicules ,
Lamier blanc,"Plante médicinale avec un effet astringent, indiqué principalement en cas de pertes blanches (leucorrhée) ou de troubles gastro-intestinaux, se présente souvent sous forme de tisane ou en décoction.",https://creapharma.ch/wp-content/uploads/2015/05/lamier-blanc.jpg,"Perte blanche (vaginale) , Perte vaginale ",
Huile d’olive,"L’huile d’olive est très populaire dans la cuisine des pays du bassin méditerranéen comme le Maroc, la Tunisie, l’Algérie, l’Italie, l’Espagne, le Portugal, la Grèce ou la partie méridionale de la France. Disponible à longueur d’année, sa consommation tend à se généraliser dans le monde et ses vertus nutritionnelles et diététiques sont de plus en plus connues et recommandées.
Des régions comme le Japon, l’Amérique latine (Brésil), les Etats-Unis ou le nord de l’Europe (Allemagne, Grande-Bretagne) importent de grandes quantités d’huile d’olive, principalement en provenance du sud de l’Europe.
Ces dernières années, certains pays du sud de l’Amérique latine comme le Chili, l’Argentine et l’Uruguay ainsi que l’Australie se sont mis à produire de l’huile d’olive, la qualité et le goût restent toutefois en général inférieurs à celui des pays européens. Lest Etats-Unis et notamment le nord de la Californie sont aussi une région productrice d’olive et d’huile d’olive.",,Poux de tête ,
Sabal,"Plante médicinale utilisée principalement contre l’hyperplasie bénigne de la prostate, se présente souvent sous forme de comprimé ou de gouttes.",https://creapharma.ch/wp-content/uploads/2015/05/sabal-plante-creapharma-150x200.jpg,Prostate (hyperplasie bénigne de la prostate (hbp)) ,
Racine d’ortie,"Plante médicinale utilisée en usage interne contre l’hyperplasie bénigne de la prostate, se présente souvent sous forme de comprimés, capsules ou tisane.",https://creapharma.ch/wp-content/uploads/2015/05/ortie-racine-pm.jpg,Prostate (hyperplasie bénigne de la prostate (hbp)) ,
Cynhorodon,"Plante médicinale riche en vitamine C utilisée pour soigner et prévenir les refroidissements, se présente en général sous forme de tisanes (infusion).
Plante utilisée également en poudre pour soigner l’arthrose.",https://creapharma.ch/wp-content/uploads/2015/04/cynorrhodon-plante_202_177.jpg,Refroidissement ,
Sureau,"Plante médicinale utilisée surtout contre les refroidissements (fleur), la fièvre (fleur), la toux (fruits ou baies) ou le rhume (fleur). Le sureau se présente souvent sous forme de tisane ou en sirop.",,"Refroidissement , Rhume , Sinusite ",
Ibéris amer,Plante médicinale riche en principes amers indiquée surtout lors de reflux gastro-oesophagien. L’ibéris amer se présente surtout sous forme de médicaments prêts à l’emploi (ex. comprimé).,,Reflux gastro-œsophagien ,
Feuilles de framboisier,"Plante médicinale utilisée lors de problèmes digestifs et dans les trois derniers mois de la grossesse pour détendre l’utérus, se présente souvent sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/framboises-pm.jpg,Règles douloureuses (dysménorrhée) ,
Feuille d’ortie,"Plante médicinale utilisée en usage interne comme diurétique, en usage externe comme astringent ou produit cosmétique, se présente souvent sous forme de tisane ou en solution.",https://creapharma.ch/wp-content/uploads/2015/05/ortie-def.jpg,Rhume des foins ,
Cumin noir,"Plante Médicinale utilisée contre les troubles digestifs mais aussi en médecine populaire contre de nombreuses autres affections, se présente souvent sous forme de graine (y compris farine) ou en huile essentielle.",https://creapharma.ch/wp-content/uploads/2015/05/nigelle-cultivee-pm.jpg,Rhume des foins ,
Petasites hybridus,"Plante médicinale ayant des effets antiallergique et spasmolytique, utilisée respectivement lors de rhume des foins ou de maux de ventre. En vente principalement sous forme de médicaments prêts à l’emploi.",https://www.creapharma.ch/wp-content/uploads/2015/05/petasites-hybridus-Fotolia_105435213_XS.jpg,Rhume des foins ,
Ronces,"Plante médicinale présentant un effet astringent indiquée de ce fait principalement pour soigner les diarrhées, se présente en général sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/ronce-plante.jpg,Saignement de nez (épistaxis) ,
Reine des prés,"Plante médicinale anti-inflammatoire et antalgique, utilisée lors de maladies rhumatismales, se présente souvent sous forme de comprimés ou en gélules.",https://creapharma.ch/wp-content/uploads/2015/05/renedespres1.gif,Sciatique ,
Trèfle rouge,"Plante médicinale riche en pyhtoestrogènes utilisée contre les symptômes liés à la ménopause (des études cliniques sont encore nécessaires), se présente souvent sous forme de gélule.",https://creapharma.ch/wp-content/uploads/2015/05/trefle-rouge-leysin-pm1.jpg,Sécheresse vaginale ,
Gentiane,"Plante médicinale à l’effet amer et digestif utilisée lors de divers troubles digestifs, se présente en général sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/gentiane-jaune_pm.jpg,Sinusite ,
Primevère,"Plante médicinale pour soigner la toux (action expectorante), se présente souvent sous forme de tisane.",https://creapharma.ch/wp-content/uploads/2015/05/primevere-pm1.jpg,Sinusite ,
Ananas,"Plante médicinale d’origine tropicale utilisée contre la cellulite, se présente souvent sous forme de capsules (gélules) ou jus.",,Surpoids & obésité ,
Konjac,"Plante médicinale originaire du Japon avec une action coupe-faim, se présente en général sous forme de gélule.",https://creapharma.ch/wp-content/uploads/2015/05/konjac-une.jpg,Surpoids & obésité ,
Olivier,"Plante médicinale utilisée contre l’hypertension et pour perdre du poids, se présente souvent sous forme de gélule.",https://creapharma.ch/wp-content/uploads/2015/05/olivier-arbre-pm.jpg,"Surpoids & obésité , Syncope ",
Orthosiphon,"Plante médicinale utilisée pour son effet diurétique entre autres lors d’infections des voies urinaires, se présente souvent sous forme de tisane, en capsules ou en gélules.",https://creapharma.ch/wp-content/uploads/2015/05/orthosiphon-1.jpg,Surpoids & obésité ,
Cimicufuga,"Plante médicinale indiquée pour diminuer les symptômes de la ménopause, notamment les bouffées de chaleur, se présente souvent sous forme de comprimés et en gélules standardisés.",https://creapharma.ch/wp-content/uploads/2015/04/cimicifuga-2016-plante.jpg,Syndrome prémenstruel ,
Actée à grappe,"Plante médicinale indiquée pour diminuer les symptômes de la ménopause, notamment les bouffées de chaleur, se présente souvent sous forme de comprimés et en gélules standardisés.",https://creapharma.ch/wp-content/uploads/2015/04/cimicifuga-2016-plante.jpg,Syndrome prémenstruel ,
Plantain,"Plante médicinale utilisée lors de toux et pour désinfecter les voies respiratoires, se présente souvent sous forme de tisane (infusion), capsule ou sirop.",https://creapharma.ch/wp-content/uploads/2015/05/plantago-lanceolata.gif,Toux ,
Fragon épineux,"Plante médicinale utilisée contre les troubles veineux (jambes lourdes), se présente souvent sous forme de capsule.",https://creapharma.ch/wp-content/uploads/2015/05/fregon_pm.jpg,Varices ,
Rue des jardins,"Plante médicinale qui augmente la résistance au niveau des vaisseaux sanguins et qui peut de ce fait être utilisé pour soigner les varices, se présente souvent sous forme de bain pieds, à utiliser seulement en usage externe.",,Varices ,
Gingko biloba,"Plante médicinale sensée améliorer les performances du cerveau comme la mémorisation et la vascularisation, mais plusieurs études se sont montrées critiques par rapport à son efficacité. Le ginkgo se présente souvent sous forme de gélules ou comprimés standardisés.",https://creapharma.ch/wp-content/uploads/2015/05/gingko_pm.jpg,Vertiges ,
Lin (sous forme d’huile),"Plante médicinale utilisée principalement comme laxatif en cas de constipation chronique, se présente souvent sous forme de graines.",https://creapharma.ch/wp-content/uploads/2015/05/lin-plante-pm.jpg,Yeux secs ,
